Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_24769	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Unclassified
ASV_24772	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Unclassified	Unclassified	Unclassified
ASV_24778	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unclassified
ASV_24774	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
ASV_24782	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	ClostridiumIV	Unclassified
ASV_24783	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24781	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	Unclassified
ASV_24785	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24784	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24773	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Unclassified
ASV_24787	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24793	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_24789	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unclassified
ASV_24792	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24795	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24794	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24796	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea	Unclassified
ASV_24805	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24790	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24801	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	Unclassified
ASV_24802	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24806	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24798	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ancalomicrobiaceae	Pinisolibacter	Unclassified
ASV_24804	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24810	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_24807	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24808	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24814	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24812	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24811	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae	Sporichthya	Unclassified
ASV_24815	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_24817	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24821	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Unclassified
ASV_24822	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24816	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unclassified
ASV_24825	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Unclassified
ASV_24818	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24823	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_24829	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24827	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24832	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
ASV_24826	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Unclassified
ASV_24828	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24824	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Unclassified
ASV_24834	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Unclassified
ASV_24833	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24840	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24836	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	Cystobacteraceae	Unclassified
ASV_24837	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24843	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_24844	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24841	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Unclassified
ASV_24835	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unclassified	Unclassified	Unclassified
ASV_24842	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24848	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Unclassified
ASV_24845	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified	Unclassified
ASV_24852	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_24851	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Unclassified	Unclassified	Unclassified
ASV_24846	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV_24850	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24849	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae2	Pelotomaculum	Unclassified
ASV_24854	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
ASV_24858	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Unclassified	Unclassified
ASV_24861	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24864	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
ASV_24865	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio	Unclassified
ASV_24863	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Unclassified
ASV_24872	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Unclassified
ASV_24875	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Unclassified
ASV_24873	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24868	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24871	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_24877	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24874	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24882	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24881	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24880	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	Myxococcaceae	Unclassified
ASV_24887	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24889	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24890	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Unclassified	Unclassified
ASV_24878	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Aquihabitans	Unclassified
ASV_24885	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_24886	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24892	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV_24891	Bacteria	Actinobacteria	Nitriliruptoria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24896	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24895	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_24907	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24900	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24898	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Unclassified
ASV_24905	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unclassified	Unclassified	Unclassified
ASV_24899	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Unclassified
ASV_24909	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24912	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	Unclassified
ASV_24903	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_24906	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24911	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24910	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24918	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24924	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24908	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	Unclassified
ASV_24917	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Unclassified	Unclassified
ASV_24922	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24919	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24923	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24921	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24926	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified	Unclassified
ASV_24933	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24927	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_24925	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
ASV_24928	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_24929	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24930	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24934	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Unclassified
ASV_24936	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Unclassified
ASV_24945	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24937	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unclassified	Unclassified
ASV_24940	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24939	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_24941	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24948	Bacteria	Planctomycetes	Planctomycetacia	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24946	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Unclassified	Unclassified
ASV_24943	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24944	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_24947	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_24955	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24951	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24952	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24953	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24959	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Unclassified	Unclassified
ASV_24954	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Unclassified	Unclassified
ASV_24961	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Unclassified	Unclassified	Unclassified
ASV_24960	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Unclassified
ASV_24956	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Defluviicoccus	Unclassified
ASV_24964	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella	Unclassified
ASV_24966	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_24965	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified
ASV_24962	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24963	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24967	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24969	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24968	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio	Unclassified
ASV_24970	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unclassified	Unclassified	Unclassified
ASV_24971	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Unclassified
ASV_24972	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24974	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Unclassified
ASV_24975	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unclassified
ASV_24978	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24973	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Unclassified	Unclassified	Unclassified
ASV_24977	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_24980	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24981	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24986	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
ASV_24984	Bacteria	Fibrobacteres	Chitinispirillia	Chitinispirillales	Chitinispirillaceae	Chitinispirillum	Unclassified
ASV_24979	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	Unclassified
ASV_24988	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24982	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_24998	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	Unclassified
ASV_25003	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24995	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24985	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24992	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioprofundaceae	Sulfurivermis	Unclassified
ASV_25001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Unclassified
ASV_24997	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_24990	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unclassified	Unclassified
ASV_24993	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	Unclassified	Unclassified
ASV_24999	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25006	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25002	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_25008	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Unclassified
ASV_25000	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25005	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Unclassified	Unclassified
ASV_25007	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25010	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Unclassified	Unclassified	Unclassified
ASV_25013	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Unclassified	Unclassified	Unclassified
ASV_25009	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unclassified
ASV_25011	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_25015	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25017	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_25022	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25012	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Unclassified
ASV_25020	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25023	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_25018	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chitinilyticum	Unclassified
ASV_25027	Bacteria	Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Unclassified
ASV_25029	Bacteria	Verrucomicrobia	Terrimicrobia	Terrimicrobiales	Terrimicrobiaceae	Terrimicrobium	Unclassified
ASV_25024	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae1	Desulfosporosinus	Unclassified
ASV_25028	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	Unclassified
