NipWtLsR01	NipWtLsR02	NipWtLsR03	NipWtLsR04	NipWtLsR05	NipWtLsR06	NipWtLsR07	NipWtLsR08	NipWtLsR09	NipWtLsR10	NipWtLsR11	NipWtLsR12	NipWtLsR13	NipWtLsR14	NipWtLsR15	DjWtLsR01	DjWtLsR02	DjWtLsR03	DjWtLsR04	DjWtLsR05	DjWtLsR06	DjWtLsR07	DjWtLsR08	DjWtLsR09	DjWtLsR10	DjWtLsR11	DjWtLsR12	DjWtLsR13	DjWtLsR14	DjWtLsR15	Zh11WtLsR01	Zh11WtLsR02	Zh11WtLsR03	Zh11WtLsR04	Zh11WtLsR05	Zh11WtLsR06	Zh11WtLsR07	Zh11WtLsR08	Zh11WtLsR09	Zh11WtLsR10	Zh11WtLsR11	Zh11WtLsR12	Zh11WtLsR13	Zh11WtLsR14	Zh11WtLsR15
ASV_370	0.00166246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00414104	0	0	0	0	0.00234709	0	0	0	0	0	0	0	0	0.00192315	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_895	0.0149621	0.00554426	0.00652784	0.02068787	0.02140831	0.00898521	0.02280975	0.13146584	0.01949801	0.0305926	0.0326848	0.03205885	0.01946558	0.01344741	0.05542306	0.1098528	0.01092876	0.01449365	0.0059747	0.03685897	0.02394371	0.02131287	0.02112379	0.06408806	0.04623766	0.11488408	0.00797846	0.10836962	0.01385066	0.03410706	0.00564016	0.07500288	0.04732288	0.02996151	0.04940944	0.00206971	0.00480365	0.09757745	0.1000567	0.02365418	0.01998801	0.00778074	0.01127167	0.00883065	0.09518169
ASV_7078	0.01163719	0.00369617	0.0081598	0.00689596	0.00178403	0.00539113	0.00622084	0.01516914	0.00531764	0.01259695	0.01204177	0.01687308	0.00707839	0.01008556	0.00335897	0.00798929	0.0091073	0.01035261	0	0.00801282	0.0073673	0.00426257	0.00469417	0.0131946	0.01608266	0.02260015	0.0139623	0.02515723	0.00692533	0.03410706	0.01504042	0.01346206	0.02028123	0.00921893	0.00705849	0.00620912	0.01681278	0.01313543	0.02001134	0.01576945	0.009994	0.00194518	0.01803467	0.00706452	0.00846059
ASV_1467	0.01163719	0.00369617	0.01142372	0.01206793	0.01248818	0.01078225	0.00207361	0.00674184	0.00886273	0.00179956	0.00860126	0.021935	0.04070076	0.00840463	0.00167949	0.00399465	0.01275022	0.01449365	0.00448102	0.00961538	0.00552547	0.02131287	0.01642961	0	0.00402067	0.01130007	0.00398923	0.04837929	0.00173133	0.00189484	0.01692047	0.01538521	0.00676041	0.00921893	0.01646981	0.01448795	0.0096073	0.01688841	0.01000567	0.00591354	0.01599041	0.01361629	0.00901734	0.02825807	0.01269089
ASV_3690	0	0	0	0.00517197	0.00178403	0	0	0.00168546	0	0	0	0.00168731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00450694	0.00230473	0	0	0	0.00187649	0	0	0	0	0	0	0
ASV_5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182146	0	0	0	0	0.00213129	0	0	0	0	0	0	0	0	0	0	0	0	0.00235283	0	0	0	0	0	0	0	0.00901734	0	0
ASV_3642	0.04987365	0.04250601	0.03100725	0.05171968	0.0481687	0.0341438	0.03732504	0.10281303	0.01418037	0.02159477	0.06192909	0.03205885	0.04247036	0.0252139	0.03358973	0.1098528	0.05100089	0.06418618	0.00746837	0.06089744	0.02210189	0.0511509	0.03520631	0.03392898	0.04623766	0.09793397	0.03989229	0.12191582	0.0432833	0.02273804	0.06016168	0.07115658	0.07661799	0.03687571	0.02823397	0.00827883	0.08166206	0.09007149	0.16842878	0.06702017	0.04197482	0.03695851	0.05184968	0.03708871	0.18824823
ASV_1904	0.00831228	0.00369617	0.02937529	0.01723989	0.02319234	0.01617338	0.00622084	0	0.00709019	0.00179956	0.01032152	0.01349846	0.00707839	0.04706594	0.0251923	0.00798929	0.02550045	0.00207052	0.03734186	0.01762821	0.02762736	0.00639386	0.00704126	0.01130966	0.024124	0.00753338	0.02393537	0.00193517	0.00173133	0.00568451	0.01880053	0.00192315	0.00450694	0	0.00705849	0.00827883	0.00720548	0.00375298	0.00667045	0	0.02398561	0.00389037	0.00901734	0	0.00634545
ASV_203	0.04987365	0.03141748	0.06201449	0.04309973	0.07671311	0.04492605	0.07465008	0.09101482	0.06381168	0.22854469	0.13589995	0.18222927	0.21943019	0.03698038	0.08565382	0.2876146	0.10746617	0.10766714	0.01643042	0.21474359	0.02210189	0.14279625	0.23470873	0.22807811	0.13268199	0.36913573	0.03789768	0.16255443	0.05193996	0.07958314	0.03948111	0.18654564	0.15323598	0.07605614	0.03999812	0.02069708	0.09126936	0.34527406	0.13841177	0.09855907	0.10793524	0.07975257	0.08791902	0.04415323	0.19670883
ASV_4269	0	0	0	0	0	0	0	0.01348368	0.00354509	0.00539869	0	0	0	0	0.00167949	0	0	0	0.00149367	0	0	0	0	0.00942472	0.00201033	0.00188335	0	0	0.00346266	0	0.00188005	0	0.00450694	0	0	0	0	0	0.02334656	0	0	0.00194518	0	0	0
ASV_2021	0.00166246	0.00369617	0.01305568	0.00172399	0	0.00898521	0	0	0.00709019	0.00179956	0.00172025	0.00168731	0.0035392	0	0	0	0.00182146	0.00414104	0.03584818	0.00320513	0	0.05541347	0.02112379	0.00188494	0.00804133	0.00188335	0	0.00193517	0.01211932	0	0.00376011	0	0.00450694	0	0.00235283	0.25043464	0	0.00187649	0	0.00197118	0	0.01556148	0.00450867	0.01766129	0
ASV_4054	0.01662455	0.03326557	0.08812586	0.03447979	0.01962428	0.03054972	0.03732504	0.00505638	0.01772547	0	0.03096455	0.03037155	0.03185277	0.02017112	0.02351281	0.01797591	0.08560864	0.00621157	0.27632974	0.05128205	0.0607802	0.02344416	0.02347087	0.00565483	0.03216533	0.02825018	0.02393537	0	0.00346266	0.00568451	0.07520211	0.00192315	0.02929511	0.02996151	0.03764529	0.01448795	0.03122373	0.03002383	0.01667612	0.01379827	0.02198681	0.06030073	0.006763	0.03355645	0.00211515
ASV_801	0.01329964	0.13306228	0.03100725	0.05861564	0.02319234	0.42230489	0.04976672	0.00168546	0.74978729	0.01439652	0.15482273	0.15523234	0.18049903	0.11766486	0.07389742	0.21571095	0.01275022	0.03105783	0.00746837	0.00801282	0.05525472	0.1172208	0.01642961	0.38264344	0.036186	0.01130007	0	0.00387034	0.01385066	0.00757935	0.25756721	0.01923151	0.02478817	0.02765678	0.20704908	0.00620912	0.07205476	0.0525417	0.00667045	0.00394236	0.03198081	0.08558813	0.09242769	0.08654033	0.57532045
ASV_2589	0.00166246	0	0.01142372	0	0.01427221	0.00359408	0	0	0	0	0	0	0	0	0	0	0.00182146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187649	0	0	0	0	0	0	0
ASV_1053	0.00166246	0	0	0.00517197	0.00178403	0	0.01451529	0.00168546	0	0.00179956	0.00172025	0.00674923	0.0017696	0	0.00167949	0.00199732	0.00182146	0	0	0.00961538	0	0.00213129	0.01642961	0.00188494	0.00804133	0.00376669	0	0	0	0.00568451	0	0	0.00225347	0.00230473	0.00235283	0	0.0096073	0	0	0	0	0	0	0.00353226	0.00211515
ASV_180	1.1703684	0.275365	0.7115347	0.24825446	0.09812142	0.18868942	0.42509072	0.01854005	0.32792116	0.04498911	0.75691111	0.56187359	0.33445408	1.0707502	0.19314098	0.13981265	0.86701517	0.02484626	0.01344307	0.02083333	0.07919844	1.07843137	0.14317232	0.02073437	0.19299198	0.06026706	0.28921911	0.02515723	0.30298308	0.03600189	0.11844332	0.01346206	0.0225347	0.03457097	0.06117359	0.01034854	0.00720548	0.01313543	0.0433579	0.01182709	0.17189686	0.45906359	0.21190739	0.01059678	0.03807268
ASV_1880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_704	0.00166246	0.00184809	0.0163196	0	0.04281662	0.03594084	0.01244168	0.01011276	0.02304311	0	0.00860126	0.06749232	0.01592638	0.00336185	0.04198717	0.02197056	0.00728584	0.00828209	0	0.00320513	0.00184182	0.04688832	0.01408252	0.00188494	0.00402067	0.00188335	0.03989229	0.01548137	0.00692533	0.00189484	0.01692047	0.04615562	0.00676041	0	0.00470566	0.01034854	0	0.00562947	0	0.01971181	0	0.00194518	0.006763	0.01059678	0.04230297
ASV_423	0.01329964	0.00184809	0.02774333	0.00344798	0.00356805	0.04852014	0.04147227	0.1331513	0.0301333	0.01079739	0.02236328	0.01518577	0.01415679	0.01680927	0.07389742	0.135818	0.00182146	0.04141044	0.00896205	0.02884615	0.02762736	0.07033248	0.05398301	0.00942472	0.01407233	0.02825018	0.12964995	0.14707305	0.01558199	0.02652771	0.05076142	0.02692411	0.0225347	0.00230473	0.03529246	0.00413942	0.01681278	0	0.00500283	0.00591354	0.0039976	0.00389037	0.02028901	0.07064517	0.01692119
ASV_2413	0.00498737	0.02402513	0.0081598	0.02930782	0.00356805	0.00718817	0.00829445	0.01011276	0.01949801	0.03599129	0.00344051	0.01012385	0.0017696	0.00168093	0.01007692	0.00998662	0.00182146	0.00621157	0.00448102	0.00480769	0.00920912	0	0	0.00942472	0.00402067	0.01318342	0.00398923	0	0.01211932	0.00189484	0.00376011	0.0076926	0.01126735	0.01843785	0.00235283	0.02069708	0.00720548	0.01501192	0.01167328	0.00985591	0.01798921	0.0252874	0.02930634	0	0.00846059
ASV_417	0.13299641	0.03696174	0.05875057	0.03447979	0.02854441	0.10602548	0.08501814	0.31181002	0.26588202	0.01979521	0.04472657	0.05061924	0.07963192	0.03529946	0.12260253	0.14580462	0.02367899	0.06418618	0.05078493	0.02564103	0.06262202	0.07459506	0.19950242	0.07539772	0.07639266	0.07156713	0.32113294	0.33671988	0.14889454	0.07010895	0.16732469	0.16154467	0.03154858	0.01613312	0.38351136	0.04760328	0.05764381	0.01688841	0.02334656	0.04730835	0.31780931	0.17117625	0.11497103	0.2543226	0.11421803
ASV_1922	0.01329964	0.00554426	0.0081598	0.02930782	0.02319234	0.01257929	0.01658891	0.0084273	0.00886273	0.02879303	0.01892278	0.02868424	0.00884799	0.01008556	0.01007692	0.01398127	0.00546438	0.01656418	0.00298735	0.02403846	0.00368365	0.00426257	0.01642961	0.02073437	0.01005167	0.02448349	0.01196769	0.00774069	0.005194	0.01326386	0.01128032	0.02692411	0.01352082	0.01613312	0.00470566	0	0.0096073	0.01876489	0.01667612	0.01379827	0.0019988	0.00583555	0.00450867	0.00529839	0.04653327
ASV_127	0.44553797	0.33080761	0.44552516	0.11550728	0.05708883	0.11680773	0.44790047	0.09270027	0.22865854	0.01799565	0.32684798	0.22609928	0.70076093	0.42359348	0.03023076	0.21970559	0.76683485	0.14700706	0.01643042	0.03044872	0.04052013	0.46888321	0.05163592	0.09047727	0.09046499	0.0207168	0.11768226	0.05999032	0.29432643	0.1553766	0.40985148	0.08077234	0.2884442	0.06914195	0.26822267	0.02276679	0.12249309	0.27396746	0.07837775	0.10841497	0.05196882	0.12060145	0.31786109	0.07594355	0.0782605
ASV_6103	0.00498737	0.02402513	0.00489588	0.00172399	0.00178403	0.01617338	0	0.00337092	0.00177255	0.04678868	0.00860126	0.00506192	0.01238719	0.00672371	0.05374358	0	0.0091073	0	0.02389879	0.00480769	0.00184182	0.00639386	0.00704126	0.01507954	0.00402067	0.00565004	0.00398923	0.00580552	0.0432833	0.00947418	0.00940026	0.0076926	0.00225347	0.00230473	0.01176415	0.03104562	0.00480365	0	0.00166761	0.00788473	0.0059964	0.00389037	0.00450867	0.0123629	0.00634545
ASV_5883	0	0	0	0	0	0	0.00207361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_667	0.24604336	0.06098688	0.05222273	0.01034394	0.01427221	0.07367872	0.02695697	0.10955487	0.12762337	0.36171247	0.13589995	0.07424156	0.06016634	0.03698038	0.06046152	0.02197056	0.13478807	0.01449365	0.01493674	0.02564103	0.03867831	0.22804774	0.00938835	0.15833522	0.06835133	0.01318342	0.38894984	0.04063861	0.24584913	0.07389863	0.071442	0.01923151	0.0225347	0.02996151	0.29645664	0.01448795	0.0288219	0.00938245	0.03168462	0.07490489	0.12792325	0.05641036	0.02479767	0.21723389	0.01480604
ASV_2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_968	0.03491156	0.00924044	0.01468764	0.05171968	0.06422493	0.02695563	0.02488336	0.02696735	0.03545094	0.02879303	0.01204177	0.01856039	0.04070076	0.02857575	0.03023076	0.02396788	0.03096483	0.04348096	0.00746837	0.01602564	0.01105094	0.01918159	0.00704126	0.00942472	0.018093	0.01883346	0.01196769	0.01741655	0.01038799	0.03410706	0.03008084	0.03846302	0.03605553	0.02074258	0.00470566	0.03725474	0.03842921	0.03377681	0.08338058	0.03548126	0.02798321	0.02334222	0.03832368	0.00883065	0.05287872
ASV_2709	0.00498737	0.00369617	0.00489588	0.00344798	0.01605623	0	0.00622084	0.15337682	0	0.00359913	0.00172025	0.00506192	0.0017696	0.0252139	0.00839743	0	0.05100089	0.00207052	0	0.00160256	0.00552547	0	0	0	0	0	0.00797846	0.00193517	0	0.01326386	0.00188005	0.01538521	0	0.00230473	0	0.00620912	0.04323286	0.04878873	0.00333522	0.00197118	0	0	0	0	0.0042303
ASV_1291	0.02826174	0.06653114	0.01958352	0.02068787	0.04103259	0.01797042	0.0311042	0.01348368	0.02304311	0.04138998	0.02236328	0.03712078	0.04777915	0.00504278	0.04198717	0.02995985	0.02732191	0.03312835	0.00448102	0.03525641	0.02394371	0.01491901	0.00469417	0.03015909	0.04623766	0.02260015	0.00598384	0.00580552	0.01211932	0.00378967	0.02256063	0.00192315	0.00676041	0.00921893	0.01176415	0.00413942	0.01200913	0.01876489	0.03001701	0.03548126	0.0039976	0.00583555	0.013526	0.00529839	0.02115149
ASV_224	0.31919138	0.09425245	0.18114759	0.16033101	0.17840258	0.96321455	0.47485744	0.59328176	0.19852524	0.0809804	0.1668645	0.20078966	0.29021412	0.11934578	0.45849988	0.33155572	0.04553651	0.17806489	0.07468371	0.09615385	0.09209121	0.36231884	0.19480824	0.05843324	0.11860965	0.35406897	0.66620126	0.34833091	0.29778909	0.05873993	0.45685279	0.63656294	0.0991527	0.0507041	0.48468307	0.02897591	0.07445659	0.03377681	0.00333522	0.18726223	0.17189686	0.11087553	0.20063572	0.41504036	0.10364229
ASV_74	1.11052002	0.75586768	1.17337946	0.4672011	1.11144809	0.68647007	0.98081908	0.5292343	0.25170164	0.9177779	0.67949975	1.21823643	1.42098744	1.04217445	0.74569212	0.70705255	0.72676272	0.57560511	0.31516528	0.25480769	0.57649096	0.43478261	0.21123785	0.26766192	0.74382325	0.54993691	0.43283136	0.08127721	0.66136879	1.37375651	1.12615153	0.88657256	0.83829097	0.32035769	0.138817	0.34978061	0.26660262	0.73183089	0.31684621	0.73525064	0.29782131	0.41237916	0.69884353	0.27021776	0.26439359
ASV_3236	0.01329964	0.0147847	0.01142372	0.00344798	0.00535208	0.00718817	0.00829445	0.00168546	0.00531764	0.02879303	0.00860126	0.00674923	0.00884799	0.04370409	0.01007692	0.00399465	0.01639314	0.00207052	0.08065841	0.00801282	0.00552547	0.02770673	0.00704126	0.0131946	0.04422733	0.00565004	0.00398923	0.00774069	0.01211932	0.00378967	0.00940026	0.07884919	0.01577429	0.00921893	0.09176039	0.04967299	0.00720548	0.01501192	0.01834373	0.00197118	0.01599041	0.21397032	0.00901734	0.08124194	0.0042303
ASV_967	0.0332491	0.01108852	0.01305568	0.00689596	0.02140831	0.00539113	0.01244168	0.03370919	0.00177255	0.01799565	0.00344051	0.01012385	0.02123518	0.00672371	0.00503846	0.01398127	0.02003606	0.01242313	0.00448102	0.00320513	0.01105094	0.00852515	0.00469417	0.01507954	0.024124	0.00941673	0.01196769	0.0270924	0.00173133	0.00568451	0.01504042	0.02884726	0.038309	0.00921893	0.00941132	0.00827883	0.02161643	0.02627085	0.0150085	0.02956772	0.01399161	0.00583555	0.01803467	0.0123629	0.00846059
ASV_3037	0.01994946	0.00369617	0.00163196	0.01034394	0.01427221	0.0341438	0.02073613	0.01854005	0.01772547	0.00179956	0.00172025	0.00337462	0.04070076	0.00672371	0	0.00399465	0.0091073	0.0186347	0.00149367	0.00160256	0.00920912	0.00426257	0.00469417	0.00188494	0.09247532	0.00188335	0.00598384	0.00774069	0.005194	0.00757935	0	0.04230932	0.01352082	0.00691419	0.01646981	0.01862737	0.00240183	0.01501192	0.06170163	0.00788473	0.0079952	0.00583555	0.01803467	0.01766129	0.02115149
ASV_1027	0	0	0	0.00344798	0.00178403	0	0.00414723	0	0.00886273	0.00179956	0	0	0	0.00168093	0	0	0	0.01242313	0.00149367	0.00160256	0	0	0.00234709	0	0.00402067	0	0.00398923	0	0	0	0.00376011	0	0.01577429	0.1751596	0.03999812	0	0	0.01313543	0.02501417	0.01379827	0	0.01556148	0	0.01942742	0.03172723
ASV_7102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2058	0	0	0	0	0	0	0	0	0	0	0	0.01012385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240183	0	0	0	0	0	0	0	0
ASV_1815	0.00332491	0.00554426	0.07343821	0.33790191	0.18018661	0.11141661	0.1721099	0.00674184	0.11344299	0.06658389	0.04644682	0.11304964	0.07432313	0.06555613	0.04870512	0.00798929	1.29505838	0.18634698	0.08215209	1.00801282	0.14918776	0.02983802	0.21358494	0.06974289	0.00804133	0.00376669	0.03191383	0.00774069	0.05020863	0.01705353	0.07896221	0.00192315	0.02704164	0.04609463	0.01411698	0.00620912	0.00480365	0.02439436	0.00667045	0.00197118	0.03597841	0.01556148	0.013526	0.04768549	0.0042303
ASV_2687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166761	0	0	0	0	0.00176613	0
ASV_4744	0.02659928	0.0147847	0.00979176	0.07585553	0.04103259	0.01437634	0.00829445	0.01011276	0.00177255	0.00539869	0.00860126	0.03037155	0.01061759	0.01680927	0.0251923	0.00599197	0.01639314	0	0.00149367	0.07532051	0.10314215	0.01065644	0.00938835	0.00376989	0.02211366	0.02260015	0.00398923	0	0.00173133	0.00189484	0.01692047	0.01153891	0.01802776	0.01843785	0.01411698	0.03104562	0.01200913	0.00375298	0	0.00394236	0.0079952	0	0	0.00176613	0
ASV_3495	0	0	0	0	0	0.0215645	0.00207361	0	0.00354509	0	0	0	0	0.00168093	0.01343589	0	0.00364292	0	0	0	0	0	0.00234709	0.00188494	0	0	0	0	0.00865666	0	0.00940026	0.03269357	0.68730846	0.02765678	0.0305868	0.02069708	0.02401825	0	0.00333522	0.00394236	0.04997002	0	0.25924841	0.01766129	0.0042303
ASV_514	0.05319856	0.02032896	0.0163196	0.00517197	0.02497636	0.01617338	0.00207361	0	0.02481566	0.03959042	0.15310248	0.08605271	0.1026367	0.01176649	0.01007692	0.02396788	0.0182146	0.01242313	0.0059747	0.03205128	0.01105094	0.08098892	0.02347087	0.03204403	0.01005167	0.04708364	0.18549915	0.00580552	0.10907391	0.06821412	0.31960895	0.07115658	0.02028123	0.00230473	0.00705849	0.00206971	0.00480365	0.04503575	0.03501984	0.3272161	0.0039976	0.01361629	0.006763	0.00353226	0.05710901
ASV_2123	0.00166246	0.00184809	0.00326392	0.00344798	0	0	0	0	0.00177255	0	0.00172025	0	0.0035392	0.00168093	0	0	0	0.00207052	0.00298735	0	0	0	0	0.00188494	0.00201033	0	0	0	0	0.00378967	0.01504042	0	0.00450694	0	0.00470566	0	0.00240183	0.00562947	0	0.00788473	0	0.00389037	0.00225433	0.00176613	0
ASV_515	0.00332491	0.00369617	0.00326392	0.00172399	0.00535208	0.00718817	0.00414723	0.00168546	0.00177255	0.00359913	0	0.00168731	0.00530879	0.00840463	0.00335897	0.00199732	0.00364292	0.00414104	0	0.00320513	0.00184182	0	0.00469417	0.00188494	0.00402067	0.00753338	0.00797846	0.00193517	0.00346266	0.00189484	0.00376011	0.0038463	0.00450694	0.00230473	0	0	0.0096073	0	0.00333522	0.00197118	0.0059964	0	0	0	0
ASV_1812	0.00166246	0	0.00163196	0.00344798	0	0.00179704	0	0.00505638	0.00177255	0	0	0.00168731	0	0.00168093	0	0	0.00182146	0	0	0	0	0	0	0	0.00402067	0	0	0.00387034	0.00173133	0	0.00188005	0	0.00450694	0	0.00235283	0	0	0	0	0	0.0019988	0.00194518	0	0.01059678	0.00211515
ASV_4052	0	0.01108852	0.0081598	0.00689596	0.0071361	0.00539113	0.00207361	0.03539465	0.00531764	0.00179956	0.00172025	0.00506192	0.02477438	0.01680927	0.00671795	0	0.0091073	0.00621157	0.03734186	0.00320513	0.01105094	0.00852515	0.01173544	0.00376989	0.02211366	0.00565004	0.0139623	0.00967586	0.00692533	0.00189484	0.01128032	0	0.00676041	0.01613312	0.07293774	0.0269062	0.02642008	0.01313543	0.03168462	0.00788473	0.02598441	0.04084888	0.02254334	0.02649194	0.00634545
ASV_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3769	0.00498737	0	0	0	0	0	0	0.00168546	0.00354509	0.00359913	0.00344051	0.00337462	0.00530879	0.00168093	0.00335897	0	0.00182146	0	0.01643042	0	0.00920912	0	0.00234709	0.01130966	0.006031	0.00565004	0	0	0.01038799	0	0.00376011	0	0	0.00460946	0	0.00413942	0	0.00938245	0.02167895	0.00985591	0.08195083	0.00389037	0.00450867	0.00706452	0.00634545
ASV_14688	0	0.00739235	0.01795156	0.04309973	0.01605623	0.01078225	0.02280975	0	0.00177255	0.00359913	0.00172025	0.06749232	0.01061759	0.00504278	0.01007692	0.00798929	0.30236243	0.00414104	0.00149367	0.00320513	0.05525472	0.00213129	0.04459466	0	0.02211366	0.00376669	0.00398923	0.00387034	0	0.00189484	0	0	0	0	0.00470566	0.00206971	0.00480365	0	0	0.00197118	0.0039976	0	0.00225433	0.00176613	0.00211515
ASV_4131	0.04488629	0.00554426	0.02937529	0.01723989	0.01248818	0.00179704	0.00829445	0.06910384	0.01595292	0.01439652	0.02752404	0.02362231	0.01946558	0.01680927	0.02183333	0.05991971	0.01092876	0.01656418	0.00149367	0.02083333	0.03131101	0.04262575	0.01173544	0.02261932	0.02211366	0.03201687	0.06382767	0.00774069	0.02423865	0.02463288	0.03384095	0.01153891	0.01577429	0.01613312	0.01646981	0.01448795	0.01441095	0.01125894	0.00333522	0.01379827	0.0019988	0.00194518	0.00901734	0.02472581	0.01269089
ASV_1250	0.01163719	0.03141748	0.00489588	0.01206793	0.09098532	0.01617338	0.00622084	0.00505638	0.02304311	0.00539869	0.01032152	0.00168731	0.01946558	0.01176649	0.02183333	0	0	0.00207052	0.0059747	0.00320513	0.01841824	0.00213129	0.0187767	0.00753977	0.006031	0.01130007	0.00199461	0.01548137	0.02943264	0.01326386	0.07332205	0.00961575	0.07661799	0	0.03764529	0.00413942	0	0.00938245	0.00833806	0	0.0019988	0.00583555	0.013526	0.01412903	0.0042303
ASV_7579	0	0.01663279	0.00326392	0.00344798	0.00356805	0.01797042	0.00207361	0.0168546	0	0.01439652	0.01204177	0.00337462	0.01238719	0.00840463	0.01679487	0.00399465	0.00728584	0	0.03435451	0.00160256	0.00184182	0.0170503	0.00704126	0.00188494	0.006031	0.00188335	0.00199461	0.00387034	0.01558199	0.00378967	0.00376011	0.01538521	0.00225347	0.00230473	0.01882264	0.04139416	0	0	0.00166761	0	0.0019988	0.01945185	0.006763	0.00883065	0
ASV_1644	0.02161192	0.02032896	0.03427117	0.00861995	0.04281662	0.01078225	0.00829445	0.00337092	0.02836075	0.00899782	0.01204177	0.00337462	0	0.02689482	0.00671795	0.03994647	0.01457168	0	0.01045572	0.00641026	0.02210189	0.02344416	0.00469417	0.00753977	0.006031	0.00941673	0.02194076	0.00193517	0.02250731	0.01136902	0.00188005	0.00192315	0	0.00460946	0.00705849	0	0.00480365	0.01876489	0.02001134	0.00394236	0.01399161	0.01945185	0.00225433	0.03885484	0.00634545
ASV_1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5120	0.00332491	0.00369617	0.00326392	0.00861995	0.00178403	0.00718817	0	0	0	0.01259695	0.00860126	0.00674923	0.00884799	0.00840463	0.00671795	0.00599197	0.02003606	0.00828209	0.01194939	0.00160256	0	0.01491901	0	0.00376989	0.00402067	0	0.00199461	0.00774069	0.02250731	0.00189484	0.00376011	0	0.00225347	0	0	0.00206971	0.00480365	0.00375298	0.00333522	0	0.0019988	0.00972592	0.00901734	0.00706452	0
ASV_2657	0.22276899	0.00369617	0.00326392	0.02413585	0.00356805	0.00718817	0.04147227	0.02865281	0.10103517	0.0305926	0	0.03037155	0.0035392	0.1327932	0.01175641	0	0	0	0.00298735	0	0.01473459	0.00852515	0.02112379	0.00188494	0.02010333	0.00565004	0.02393537	0.10449927	0.00346266	0.01326386	0.01692047	0.00961575	0.00450694	0.00921893	0.01411698	0	0.00480365	0	0.03335223	0.01576945	0.03198081	0.04668443	0.00901734	0.30730648	0.04018783
ASV_1490	0	0	0	0	0	0	0	0	0	0.00179956	0	0	0	0	0	0.00199732	0	0.00207052	0.00149367	0.00801282	0	0	0	0.00188494	0	0	0	0	0	0.00189484	0.00564016	0.0038463	0.00225347	0	0	0	0	0.00187649	0.00833806	0.00394236	0	0	0	0	0.00211515
ASV_1494	0.01994946	0.19404916	0.22521052	0.07240755	0.10704155	0.04672309	0.04976672	0.0707893	0.15066648	0.00719826	0.05332783	0.08942733	0.07432313	0.05547058	0.0638205	0.0339545	0.32057704	0.01242313	0.11351925	0.24038462	0.66674034	0.1683717	0.07510679	0.08482244	0.10855799	0.10923404	0.13563379	0.01935172	0.01904465	0.01326386	0.05452153	0.00192315	0.01577429	0.05300883	0.08705473	0.03518503	0.06965294	0.02439436	0.00500283	0.02956772	0.04597242	0.04084888	0.03832368	0.01059678	0.06133931
ASV_939	0.00997473	0.01293661	0.02121548	0.00172399	0.00535208	0.00898521	0.00207361	0.00337092	0.01595292	0.02159477	0.01376202	0.00843654	0	0.00168093	0.00167949	0.00998662	0.00364292	0.00207052	0.01045572	0.00320513	0.00184182	0.01278772	0.03520631	0.00376989	0.00201033	0.00941673	0.00598384	0.02128689	0.03289531	0.0208432	0	0.00961575	0.00676041	0.01152366	0.00235283	0.00206971	0.00240183	0.00562947	0.0150085	0.00394236	0.0059964	0.00972592	0	0.00883065	0.0042303
