NipWtLsR01	NipWtLsR02	NipWtLsR03	NipWtLsR04	NipWtLsR05	NipWtLsR06	NipWtLsR07	NipWtLsR08	NipWtLsR09	NipWtLsR10	NipWtLsR11	NipWtLsR12	NipWtLsR13	NipWtLsR14	NipWtLsR15	DjWtLsR01	DjWtLsR02	DjWtLsR03	DjWtLsR04	DjWtLsR05	DjWtLsR06	DjWtLsR07	DjWtLsR08	DjWtLsR09	DjWtLsR10	DjWtLsR11	DjWtLsR12	DjWtLsR13	DjWtLsR14	DjWtLsR15	Zh11WtLsR01	Zh11WtLsR02	Zh11WtLsR03	Zh11WtLsR04	Zh11WtLsR05	Zh11WtLsR06	Zh11WtLsR07	Zh11WtLsR08	Zh11WtLsR09	Zh11WtLsR10	Zh11WtLsR11	Zh11WtLsR12	Zh11WtLsR13	Zh11WtLsR14	Zh11WtLsR15
ASV_419	0.10639713	0.08501201	0.09302174	0.04309973	0.10525752	0.05750535	0.07050285	0.05899108	0.0833097	0.05758606	0.09977465	0.07255425	0.09378871	0.05883243	0.04702563	0.07190365	0.06010819	0.07660931	0.00896205	0.08814103	0.03131101	0.03836317	0.03990048	0.07916761	0.06634099	0.14313426	0.06382767	0.16061925	0.07790994	0.16295595	0.04136116	0.13462056	0.07887146	0.01843785	0.02117547	0.01241825	0.01681278	0.06192415	0.05169596	0.04533717	0.07995203	0.03890369	0.06312135	0.01766129	0.09941199
ASV_4077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1935	0	0	0	0.00172399	0	0	0	0	0.00177255	0.00179956	0	0	0	0.00168093	0.00167949	0	0	0	0.00149367	0	0	0	0.00234709	0.00188494	0.00201033	0	0.00398923	0.00193517	0	0	0.00188005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1118	0.01163719	0.01108852	0.04406293	0.02758383	0.01248818	0.04852014	0.02280975	0.00168546	0.02836075	0.00359913	0.00688101	0.02868424	0.0035392	0.01680927	0.03191025	0.01997324	0.06375112	0.00828209	0.05078493	0.01282051	0.03131101	0.00426257	0.01408252	0.00942472	0.01407233	0.02260015	0.01795153	0.00193517	0	0.00568451	0.02068058	0	0.00676041	0.02765678	0.04235095	0.01448795	0.02401825	0.00187649	0.00500283	0.00788473	0.03597841	0.34818806	0.013526	0.01059678	0.01057574
ASV_1724	0	0	0.00163196	0	0	0	0	0	0	0	0	0	0	0	0	0.00199732	0	0	0	0	0.00368365	0	0	0	0	0.00188335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_115	0.00664982	0.00184809	0.00163196	0.00172399	0.00178403	0.00179704	0.00414723	0.00168546	0	0	0.00172025	0.00337462	0.0035392	0.00168093	0.00503846	0	0	0	0	0	0	0.00426257	0	0	0	0	0	0	0	0	0	0	0	0	0.00235283	0.00206971	0	0	0.00166761	0.00197118	0	0.00194518	0	0	0.00211515
ASV_507	0.00498737	0.00554426	0.00979176	0.00517197	0.00178403	0.01078225	0.02280975	0.00337092	0.01949801	0.00899782	0	0.00168731	0.0035392	0	0.00503846	0.00399465	0.00364292	0.01449365	0.18670929	0.00961538	0	0.00426257	0.00469417	0.00376989	0.01608266	0.00188335	0.52657824	0.00193517	0.01038799	0	0.00376011	0	0.02478817	0.14750282	0.01411698	0.03518503	0.03362556	0.00187649	0.00333522	0.00985591	0.0059964	0.01361629	0	0.12186291	0
ASV_86	1.74391541	0.11088523	0.15014035	0.58270839	0.30863647	0.28572969	0.62001037	0.33035007	0.14534884	0.12416995	0.03096455	0.07255425	0.1026367	1.38004068	0.06214101	0.74300437	0.42622174	1.50526948	0.08663311	0.54166667	0.3738903	0.14066496	0.17837863	0.37133379	0.12061999	0.23353485	0.16355839	0.23028544	0.18352118	0.07958314	0.27260763	0.30001154	0.16450334	0.11523658	0.25881135	0.26906201	0.05284016	0.11634235	1.00056699	0.14192506	0.24785129	0.19840884	0.11046236	0.0847742	0.21151487
ASV_135	0.04654874	0.06837923	0.32149618	0.91026636	0.03924857	0.21564505	0.155521	0.04550741	0.19675269	0.04318955	0.09633414	0.17041811	0.07963192	0.15296431	0.09069228	0.11584477	0.02732191	0.83234984	0.02688614	0.2724359	0.03867831	0.2514919	0.04224757	0.11498153	0.99109422	0.04896698	0.02592999	0.1644896	0.42937031	0.01705353	0.18048505	1.00196161	0.31323238	1.67553988	0.33645476	0.1593675	0.14891317	0.0713066	0.09171864	0.78255899	0.78153108	0.05251999	1.26919002	0.90425814	0.54993866
ASV_28	0.89440085	0.48789503	0.92858542	1.41194725	1.91425972	0.97579384	1.30637636	1.0247594	2.03842881	2.3322356	3.1927887	1.99777275	0.63174659	0.69926544	1.69124316	1.75165279	1.21309266	1.42658964	1.03810363	1.7099359	2.16230154	0.8397272	1.03506548	3.88298273	2.60941238	2.70071755	1.69143313	3.71746493	1.96852439	3.27806727	2.13949991	3.43667064	4.96890211	3.41330752	2.10343043	0.87341667	2.23129578	3.00050665	6.09345296	3.71961917	1.56106336	1.93740396	3.10647219	0.87070168	3.50268624
ASV_4051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_418	0.00166246	0	0	0.00172399	0	0	0	0	0.00709019	0	0.00344051	0.00168731	0	0.00504278	0.00503846	0	0	0	0	0.00160256	0	0.00213129	0	0.00565483	0.00402067	0.00376669	0.00199461	0	0.00173133	0.00189484	0	0.00192315	0.00225347	0	0	0	0	0.00187649	0	0	0.0079952	0.00194518	0	0	0.00634545
ASV_3270	0.00498737	0.00184809	0.00163196	0.00344798	0	0.00179704	0.00207361	0.0084273	0.00177255	0.01439652	0.01204177	0.01181116	0.0035392	0.00336185	0	0.00399465	0.00182146	0.00621157	0.0059747	0.01121795	0.00368365	0	0	0.01130966	0.00201033	0.01130007	0	0.00387034	0.00173133	0.00757935	0	0.01538521	0.00676041	0	0	0.00413942	0.01441095	0.02439436	0.03835507	0.00788473	0.03397961	0.00972592	0	0.00883065	0.03172723
ASV_1771	0.04987365	0.03141748	0.03590313	0.01206793	0.03746454	0.11141661	0.03317781	0.04213649	0.07976461	0.05758606	0.03784556	0.04387001	0.08847992	0.06555613	0.09069228	0.02796253	0.17121728	0.01035261	0.12248129	0.03044872	0.02394371	0.11508951	0.21827912	0.03015909	0.06433066	0.02825018	0.01196769	0.01161103	0.11426791	0.02652771	0.035721	0.05192507	0.01577429	0.01843785	0.03999812	0.47603278	0.01200913	0.08068905	0.01834373	0.01774063	0.0079952	0.13616293	0.02705201	0.02295968	0.01057574
ASV_1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_178	0.00332491	0	0.00163196	0.00861995	0.00178403	0.00898521	0.00622084	0.00168546	0.00531764	0.00179956	0.00344051	0.02868424	0.0017696	0.00336185	0.01007692	0.00199732	0.00182146	0.00207052	0.00448102	0.00320513	0.00552547	0.00426257	0.00234709	0.00565483	0.00201033	0	0.00398923	0	0.00173133	0	0.00376011	0	0.00225347	0.02074258	0.01411698	0.01241825	0.0096073	0.00938245	0.01334089	0.00394236	0.009994	0.02723259	0.01803467	0.00883065	0.00634545
ASV_2008	0	0	0.00163196	0	0	0.00179704	0	0.00168546	0	0.00359913	0	0.00168731	0	0	0.00167949	0	0	0	0.00298735	0.00320513	0	0	0	0	0	0	0	0	0	0	0	0.0038463	0	0.00230473	0	0	0	0	0	0	0.09394363	0	0	0	0.0042303
ASV_1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00757935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_760	0.01662455	0.01663279	0.0081598	0.00517197	0.0071361	0.00539113	0.00414723	0.00168546	0.01240783	0.00899782	0.00860126	0.00843654	0.01061759	0.01680927	0.00167949	0.00199732	0.01457168	0	0	0.00160256	0.00184182	0.00426257	0	0.01507954	0.006031	0	0.02194076	0.00387034	0.01038799	0.00947418	0.00188005	0.0038463	0.00676041	0.00230473	0.00470566	0	0.01200913	0.00938245	0.00166761	0.00985591	0.0039976	0.00972592	0.00901734	0.01412903	0.01057574
ASV_1327	0	0.00184809	0	0	0.00178403	0	0	0	0.00177255	0	0.00172025	0	0	0.00168093	0.00167949	0.00399465	0.00182146	0	0	0.00160256	0	0	0	0	0	0.00188335	0	0.00193517	0.00346266	0	0	0.0038463	0	0	0.00235283	0.00206971	0	0.00562947	0	0	0	0	0	0.00353226	0
ASV_3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_64	0	0	0	0	0	0.00179704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1890	0	0	0	0	0	0	0	0	0	0	0	0	0.0035392	0	0.00167949	0	0	0	0	0	0	0	0	0	0	0.00188335	0	0	0.00865666	0	0.00188005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_850	0.00664982	0.00739235	0.01795156	0.01034394	0.00178403	0.01257929	0.02488336	0.02528189	0.00354509	0.01979521	0.02408354	0.01012385	0.01769598	0.00336185	0.14947432	0.02596521	0.00546438	0.01449365	0	0.00641026	0.01841824	0.0170503	0.02112379	0	0.012062	0.00941673	0.04986536	0.00774069	0.00173133	0.09474183	0.00376011	0.0076926	0.00676041	0.00460946	0	0	0	0	0	0	0.0019988	0.00194518	0.01127167	0.00353226	0
ASV_472	0.00166246	0	0	0.00344798	0	0.00179704	0.00622084	0	0.00177255	0.00719826	0.00344051	0.00168731	0	0.00336185	0.00167949	0	0	0	0.00149367	0.00160256	0.00184182	0	0	0.00188494	0.00804133	0.00941673	0	0.00387034	0.00173133	0.00378967	0.00188005	0	0.00676041	0.00230473	0	0	0	0	0	0	0.0039976	0.00583555	0.00450867	0	0
ASV_437	0	0.00184809	0	0	0	0	0	0.00168546	0	0	0.00172025	0.00506192	0	0.00168093	0	0	0.00182146	0.00207052	0.00149367	0	0	0	0.00234709	0	0	0.00188335	0	0	0	0	0	0	0	0	0	0.00620912	0	0	0	0.00197118	0	0	0	0	0
ASV_1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167949	0	0.00182146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192315	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_183	0.02493683	0.0147847	0.0163196	0.01206793	0.01248818	0.01797042	0.03317781	0.03539465	0.00886273	0.00719826	0.00516076	0.00674923	0.03185277	0.01512834	0.00671795	0.00599197	0.02003606	0.01656418	0.00298735	0.00480769	0.01289277	0.01278772	0.02347087	0.01130966	0.00402067	0.0207168	0.00797846	0.00580552	0.01904465	0.00378967	0.00752021	0.0038463	0.00225347	0.00691419	0.00470566	0.00206971	0.00720548	0.02064138	0.00500283	0.00985591	0.009994	0.00583555	0.01127167	0.01059678	0.00634545
ASV_112	0.1629206	0.06283497	0.06201449	0.14136712	0.02497636	0.05211422	0.06013478	0.16180412	0.10458026	0.02879303	0.05504808	0.01518577	0.05662715	0.12102671	0.01847435	0.1438073	0.16393144	0.12423132	0.20164603	0.04326923	0.62253656	0.06606991	0.03285922	0.24692754	0.17891965	0.11300073	0.22539144	0.1025641	0.14196922	0.01705353	0.178605	0.02115466	0.06535064	0.08988453	0.12940568	0.59814554	0.07685841	0.06567713	0.23179802	0.38438036	0.09994004	0.13421774	0.16907505	0.07770968	0.0782605
ASV_118	0.00498737	0.00924044	0.00326392	0.00517197	0.00356805	0.01976746	0.00622084	0.01348368	0.00886273	0.01439652	0.00516076	0.00168731	0	0.00504278	0.00167949	0.00399465	0.01092876	0	0.00448102	0.00160256	0.00184182	0.01491901	0.00938835	0.00188494	0.006031	0.00188335	0.00199461	0	0.00692533	0.00189484	0.00376011	0.01730836	0	0.00230473	0.00705849	0.04760328	0	0.00562947	0.00166761	0.00394236	0.0039976	0.00583555	0.00225433	0.0300242	0.00846059
ASV_5129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_426	0.01828701	0.04989836	0.0163196	0.05689165	0.11596168	0.0215645	0.03317781	0.3792284	0.01949801	0.02339434	0.02064303	0.01349846	0.01415679	0.04874687	0.01679487	0.07390097	0.18578897	0.03519887	0.00896205	0.01762821	0.03683648	0.04475703	0.03285922	0.02073437	0.05427899	0.0207168	0.03191383	0.21286889	0.00865666	0.18758882	0.03760105	0.07500288	0.1442221	0.32957662	0.08940756	0.02276679	0.02161643	0.00938245	0.0150085	0.01576945	0.02398561	0.01361629	0.10820803	0.04945162	0.02115149
ASV_1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168093	0	0	0	0.00207052	0	0	0	0	0	0	0.00201033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_433	0.00332491	0.0147847	0.00979176	0.01034394	0.04460065	0.0341438	0.00207361	0	0.00177255	0.08457953	0.00516076	0.01349846	0	0.01176649	0.00167949	0.00599197	0.00182146	0.00414104	0.02539246	0.00160256	0.00552547	0.01065644	0	0.03581392	0.04020666	0.01883346	0	0	0.00865666	0.28422549	0.00188005	0.01538521	0.01352082	0	0	0.00206971	0	0	0	0	0.0019988	0.01167111	0	0.00706452	0.00211515
ASV_1475	0	0.00184809	0.00489588	0	0.00535208	0.00359408	0.00414723	0.0168546	0	0.00359913	0	0.00674923	0.0035392	0.01344741	0.00671795	0.00599197	0.0182146	0.00207052	0	0	0.00552547	0.00639386	0.00234709	0.00376989	0.00804133	0.00565004	0	0.02322206	0.00173133	0.01136902	0.00940026	0.00192315	0.00676041	0.00691419	0.00235283	0.00413942	0.00240183	0.01313543	0.00833806	0.00197118	0.0019988	0.00194518	0	0.00176613	0
ASV_7279	0.00166246	0	0.0081598	0	0.00535208	0.01976746	0.00207361	0.02022551	0.05140386	0	0.00516076	0.01181116	0.0017696	0	0.00335897	0.00599197	0.00182146	0.00621157	0.03136716	0	0.00184182	0.00213129	0.00469417	0.00188494	0.00402067	0	0.00797846	0.00193517	0	0.01515869	0.00188005	0.03846302	0.00225347	0	0.01176415	0.02276679	0.00240183	0.00375298	0.00166761	0.01182709	0.0019988	0	0.00225433	0.00176613	0.0042303
ASV_1536	0.00664982	0.01848087	0.01142372	0.01723989	0.0071361	0.0215645	0.01036807	0.00674184	0.01595292	0.01259695	0.00688101	0.00506192	0.05662715	0.03529946	0.01007692	0.00798929	0.03825067	0.00621157	0.06870902	0.00320513	0.01289277	0.02983802	0.03051213	0.00565483	0.03819633	0.00188335	0.00997307	0.04644412	0.01904465	0.00378967	0.01692047	0.00192315	0.00450694	0.00460946	0.01176415	0.134531	0.00480365	0.00938245	0.01834373	0.01379827	0.009994	0.64385613	0.02254334	0.06887904	0.0042303
ASV_504	0	0	0	0.00172399	0	0	0	0	0	0	0	0	0.0035392	0	0.00167949	0	0	0	0	0	0	0	0	0.00376989	0	0	0	0	0	0	0	0	0.00225347	0.00230473	0	0	0	0	0	0	0	0	0	0	0
ASV_1178	0	0.00184809	0	0	0.00178403	0	0	0	0	0	0	0	0	0	0	0	0	0.00207052	0	0	0	0	0	0	0	0.00188335	0	0	0	0.00189484	0	0	0	0	0	0.00206971	0	0	0	0	0	0	0.00225433	0	0
ASV_6466	0.06151084	0.02587322	0.0244794	0.05344367	0.02319234	0.01078225	0.01866252	0.0084273	0.01418037	0.00899782	0.02408354	0.01687308	0.01415679	0.05378965	0.01175641	0.00798929	0.02185753	0.00207052	0.00149367	0.00801282	0.00368365	0.01065644	0.00704126	0.01130966	0.01407233	0.02448349	0.00997307	0.01741655	0.01385066	0.0208432	0.02256063	0.01538521	0.09013881	0.00460946	0.07764341	0	0.01681278	0.01125894	0.01167328	0.00788473	0.05996402	0.07197183	0.01127167	0.00176613	0.01903634
ASV_546	0.00332491	0.00554426	0.01795156	0.0155159	0.01248818	0.00718817	0.01451529	0.00337092	0.01063528	0	0.00172025	0.00168731	0.0035392	0.00672371	0.01511538	0.00798929	0.0091073	0.00207052	0.0059747	0.00641026	0.01473459	0.00213129	0.00704126	0	0.00402067	0	0.00797846	0.00580552	0.00865666	0.00568451	0.00376011	0.0038463	0	0.00230473	0.00941132	0.01034854	0.00240183	0.00187649	0	0.00394236	0.0019988	0.01556148	0.013526	0.00353226	0.01480604
ASV_3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225347	0	0	0	0	0	0	0	0	0	0	0	0
ASV_446	0	0	0	0	0	0	0	0	0	0.00179956	0	0	0	0	0	0.00199732	0	0	0	0	0	0	0	0.00188494	0	0	0.00199461	0	0	0	0	0	0	0	0	0	0	0	0.00166761	0.00197118	0	0	0	0	0
ASV_3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5175	0.01329964	0.00184809	0.01305568	0.02241186	0.0071361	0.00539113	0.00414723	0.00168546	0.02304311	0.00359913	0	0.00168731	0.0017696	0.00168093	0.00335897	0.00199732	0.0091073	0.00207052	0.00448102	0	0.0073673	0.00426257	0.00469417	0.01130966	0.01407233	0.00753338	0.00199461	0	0.005194	0	0.00188005	0.06154083	0.00225347	0.00230473	0.00705849	0.01034854	0	0.00375298	0.01334089	0.00394236	0.0059964	0.00972592	0.00225433	0.00176613	0
ASV_7103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234709	0	0	0	0	0	0	0	0	0	0	0	0.00235283	0	0	0	0	0	0	0	0	0	0
ASV_142	0	0	0	0	0.00356805	0	0	0	0	0.00179956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1623	0.02826174	0.03326557	0.10444546	0.0327558	0.01427221	0.07547577	0.05806117	0.01348368	0.03722348	0.01259695	0.01720253	0.03543347	0.06193594	0.0571515	0.05542306	0.02197056	0.08925156	0.01449365	0.27483607	0.05128205	0.07551479	0.01918159	0.07041262	0.06220312	0.07237199	0.04520029	0.11169841	0.01161103	0.02250731	0.00757935	0.08836247	0.0076926	0.0225347	0.12445551	0.04940944	0.11590363	0.05043833	0.05441819	0.02001134	0.07096253	0.12392564	0.16923107	0.09919069	0.03885484	0.01692119
ASV_201	0.01329964	0	0.00652784	0.00172399	0	0.01257929	0.00207361	0	0.01595292	0.00359913	0.00172025	0.00337462	0.00530879	0.00168093	0	0	0.00182146	0.00207052	0	0.00160256	0.00368365	0	0.00234709	0.00376989	0.01005167	0.00188335	0.00199461	0	0.00173133	0.00757935	0	0.0038463	0	0	0.00470566	0.00620912	0	0.00562947	0	0	0.0059964	0.00778074	0.00450867	0	0.00634545
ASV_237	0	0	0	0	0	0	0	0.00168546	0	0	0	0	0	0.00168093	0	0.00199732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019988	0	0	0	0
ASV_1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182146	0	0.0059747	0	0	0	0	0	0.006031	0	0	0	0.00173133	0	0	0.09038809	0	0.00460946	0	0	0	0	0	0.00394236	0.01599041	0	0.00450867	0.00353226	0
ASV_351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1400	0.03823647	0.0295694	0.06854233	0.00689596	0.02497636	0.04492605	0.01451529	0.04382195	0.01772547	0.02339434	0.05676833	0.02530962	0.01769598	0.00168093	0.09237177	0.00399465	0.02003606	0.00621157	0.06721534	0.00480769	0.0534129	0.15984655	0.18072572	0.0131946	0.05025833	0.01506676	0.01196769	0.00580552	0.26316245	0.01136902	0.02632074	0.00576945	0.01352082	0.01382839	0.02823397	0.01862737	0.01441095	0.01125894	0.02001134	0.00985591	0.04397362	0.01556148	0.03156068	0.08124194	0.03172723
ASV_1714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_699	0.00997473	0	0.0081598	0.00172399	0.00892013	0.00898521	0.00414723	0.00505638	0.01949801	0.01259695	0.01204177	0.01012385	0.00530879	0.00336185	0.00503846	0.00599197	0.00546438	0	0	0.00801282	0.00184182	0.00426257	0.00234709	0.01696449	0.00201033	0	0.00398923	0.00580552	0.02770131	0	0.00376011	0	0	0.00230473	0.00705849	0.00620912	0.00240183	0.00375298	0.01000567	0.00591354	0.0059964	0.01361629	0	0.03532258	0.00634545
ASV_2732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4186	0.00664982	0.00739235	0.00326392	0	0.00178403	0.02515859	0	0.0084273	0.01240783	0.01439652	0.00516076	0.00337462	0.02123518	0.00168093	0.01007692	0	0.00728584	0	0.06124065	0.00160256	0	0.01918159	0.02816505	0	0.00201033	0.00188335	0	0	0.01385066	0.00189484	0.00188005	0.00192315	0	0	0	0.05174269	0.00240183	0.00187649	0	0	0.0039976	0.03112296	0.00901734	0.00883065	0
ASV_4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1524	0.00166246	0.00184809	0	0	0	0	0	0	0	0	0	0	0.0017696	0	0	0	0	0	0.00149367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_14313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_129	0.0149621	0	0.0163196	0.00344798	0.0071361	0.01797042	0.01866252	0.00505638	0.03190584	0.01979521	0.00860126	0.00506192	0.0035392	0.01680927	0.02687179	0.01198394	0.00364292	0.05383357	0.53174805	0.02083333	0.04236196	0.0170503	0.10327184	0.01130966	0.04623766	0.0414336	0.01795153	0	0.02943264	0	0.09964279	0.00192315	0.00676041	0.12445551	0.00705849	0.36840798	0.03122373	0.00375298	0.02167895	0.01774063	0.02998201	0.00778074	0.02028901	0.01412903	0.03807268
ASV_1196	0.01828701	0.00554426	0.00326392	0.00344798	0.00535208	0	0	0.00674184	0.01949801	0.03779085	0.01204177	0.01012385	0.00530879	0.00672371	0	0.00199732	0.00728584	0.00414104	0	0.00160256	0	0.01278772	0	0.0395838	0.006031	0	0.03789768	0.00193517	0.01211932	0.00189484	0	0.00576945	0.00450694	0.00230473	0.01411698	0.00620912	0	0.00375298	0.02668179	0	0.0039976	0.01556148	0.00225433	0.05475	0.00846059
ASV_724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187649	0	0	0	0	0	0	0
ASV_91	0.03989892	0.10718906	0.03100725	0.0155159	0.06779298	0.0557083	0.03732504	0.04887833	0.04963131	0.11337256	0.2029898	0.18054196	0.08671032	0.0319376	0.05542306	0.16777518	0.07650134	0.49278423	0.02091144	0.24038462	0.01841824	0.08098892	0.27930338	0.16775993	0.04020666	0.13936757	0.03191383	0.17997097	0.0865666	0.12126954	0.14664411	0.76541405	0.23210745	0.06914195	0.12470001	0.0269062	0.32664825	0.38280385	0.65537138	0.30356192	0.07395563	0.06224591	0.09017336	0.04768549	0.97085325
ASV_444	0.01994946	0.00924044	0.02284744	0.01896388	0.00535208	0.00718817	0.01036807	0.0084273	0.01772547	0.00899782	0.02924429	0.06074309	0.02477438	0.00504278	0.00671795	0.0339545	0.01457168	0.01242313	0.00298735	0.00480769	0.00920912	0.01918159	0.0375534	0.02261932	0.02613433	0.01318342	0.00598384	0.00967586	0.01211932	0.08337281	0.01880053	0.05000192	0.02929511	0.00691419	0.01411698	0.00413942	0.01441095	0.0525417	0.01834373	0.01576945	0.0039976	0.00972592	0	0.01589516	0.01903634
ASV_2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_529	0	0.00554426	0.00326392	0	0.00178403	0.00179704	0.00207361	0.00337092	0.00177255	0.00539869	0.00344051	0.00506192	0	0.00168093	0.01175641	0	0	0.00207052	0.01045572	0.00160256	0.00184182	0.0170503	0.01408252	0.00188494	0.006031	0	0.00199461	0	0.01038799	0	0	0	0	0.00230473	0	0.00206971	0	0.00562947	0	0	0	0.01750666	0.00225433	0.01589516	0
ASV_341	0	0	0	0	0	0	0	0	0	0.00179956	0	0.00168731	0	0.00168093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3250	0	0	0	0	0	0.00179704	0	0	0	0	0	0	0	0	0	0	0.00182146	0	0	0	0	0	0	0	0	0	0	0	0.00173133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
